iso_code,country,current_population,updated_datetime
TON,Tonga,"106,882",2021-08-10 12:16:23.964454
VIR,United States Virgin Islands,"104,185",2021-08-10 12:16:23.964454
SYC,Seychelles,"98,949",2021-08-10 12:16:23.964454
ATG,Antigua And Barbuda,"98,812",2021-08-10 12:16:23.964454
IMN,Isle Of Man,"85,410",2021-08-10 12:16:23.964454
AND,Andorra,"77,355",2021-08-10 12:16:23.964454
DMA,Dominica,"72,167",2021-08-10 12:16:23.964454
CYM,Cayman Islands,"66,497",2021-08-10 12:16:23.964454
BMU,Bermuda,"62,090",2021-08-10 12:16:23.964454
MHL,Marshall Islands,"59,610",2021-08-10 12:16:23.964454
MNP,Northern Mariana Islands,"57,917",2021-08-10 12:16:23.964454
GRL,Greenland,"56,877",2021-08-10 12:16:23.964454
ASM,American Samoa,"55,100",2021-08-10 12:16:23.964454
KNA,Saint Kitts And Nevis,"53,544",2021-08-10 12:16:23.964454
FRO,Faroe Islands,"49,049",2021-08-10 12:16:23.964454
MAF,Sint Maarten,"43,412",2021-08-10 12:16:23.964454
MCO,Monaco,"39,511",2021-08-10 12:16:23.964454
MAF,Saint Martin,"39,234",2021-08-10 12:16:23.964454
TCA,Turks And Caicos Islands,"39,231",2021-08-10 12:16:23.964454
LIE,Liechtenstein,"38,250",2021-08-10 12:16:23.964454
SMR,San Marino,"34,017",2021-08-10 12:16:23.964454
GIB,Gibraltar,"33,698",2021-08-10 12:16:23.964454
PLW,Palau,"18,169",2021-08-10 12:16:23.964454
COK,Cook Islands,"17,565",2021-08-10 12:16:23.964454
AIA,Anguilla,"15,117",2021-08-10 12:16:23.964454
TUV,Tuvalu,"11,931",2021-08-10 12:16:23.964454
WLF,Wallis And Futuna,"11,094",2021-08-10 12:16:23.964454
NRU,Nauru,"10,876",2021-08-10 12:16:23.964454
BL,Saint Barthelemy,"9,907",2021-08-10 12:16:23.964454
SPM,Saint Pierre And Miquelon,"5,766",2021-08-10 12:16:23.964454
MSR,Montserrat,"4,977",2021-08-10 12:16:23.964454
FLK,Falkland Islands,"3,533",2021-08-10 12:16:23.964454
NIU,Niue,"1,619",2021-08-10 12:16:23.964454
TKL,Tokelau,"1,373",2021-08-10 12:16:23.964454
VAT,Vatican City,800,2021-08-10 12:16:23.964454
CHN,China,"1,444,764,907",2021-08-11 12:18:34.672254
IND,India,"1,394,930,984",2021-08-11 12:18:34.672254
USA,United States,"333,135,299",2021-08-11 12:18:34.672254
IDN,Indonesia,"276,684,504",2021-08-11 12:18:34.672254
PAK,Pakistan,"225,686,261",2021-08-11 12:18:34.672254
BRA,Brazil,"214,155,130",2021-08-11 12:18:34.672254
NGA,Nigeria,"211,999,158",2021-08-11 12:18:34.672254
BGD,Bangladesh,"166,485,324",2021-08-11 12:18:34.672254
RUS,Russia,"145,909,700",2021-08-11 12:18:34.672254
MEX,Mexico,"130,413,198",2021-08-11 12:18:34.672254
JPN,Japan,"126,002,981",2021-08-11 12:18:34.672254
ETH,Ethiopia,"118,206,421",2021-08-11 12:18:34.672254
PHL,Philippines,"111,213,753",2021-08-11 12:18:34.672254
EGY,Egypt,"104,476,436",2021-08-11 12:18:34.672254
VNM,Vietnam,"98,262,652",2021-08-11 12:18:34.672254
COD,Dr Congo,"92,697,850",2021-08-11 12:18:34.672254
TUR,Turkey,"85,127,881",2021-08-11 12:18:34.672254
IRN,Iran,"85,143,999",2021-08-11 12:18:34.672254
DEU,Germany,"83,914,961",2021-08-11 12:18:34.672254
THA,Thailand,"69,967,953",2021-08-11 12:18:34.672254
GBR,United Kingdom,"68,244,478",2021-08-11 12:18:34.672254
FRA,France,"65,444,279",2021-08-11 12:18:34.672254
TZA,Tanzania,"61,698,944",2021-08-11 12:18:34.672254
ITA,Italy,"60,358,427",2021-08-11 12:18:34.672254
ZAF,South Africa,"60,125,310",2021-08-11 12:18:34.672254
KEN,Kenya,"55,123,977",2021-08-11 12:18:34.672254
MMR,Myanmar,"54,850,638",2021-08-11 12:18:34.672254
KOR,South Korea,"51,310,209",2021-08-11 12:18:34.672254
COL,Colombia,"51,311,757",2021-08-11 12:18:34.672254
UGA,Uganda,"47,281,280",2021-08-11 12:18:34.672254
ESP,Spain,"46,743,597",2021-08-11 12:18:34.672254
ARG,Argentina,"45,652,362",2021-08-11 12:18:34.672254
SDN,Sudan,"45,029,450",2021-08-11 12:18:34.672254
DZA,Algeria,"44,702,390",2021-08-11 12:18:34.672254
UKR,Ukraine,"43,437,013",2021-08-11 12:18:34.672254
IRQ,Iraq,"41,289,401",2021-08-11 12:18:34.672254
AFG,Afghanistan,"39,939,293",2021-08-11 12:18:34.672254
CAN,Canada,"38,105,140",2021-08-11 12:18:34.672254
POL,Poland,"37,790,737",2021-08-11 12:18:34.672254
MAR,Morocco,"37,393,863",2021-08-11 12:18:34.672254
SAU,Saudi Arabia,"35,402,039",2021-08-11 12:18:34.672254
UZB,Uzbekistan,"33,988,194",2021-08-11 12:18:34.672254
AGO,Angola,"34,055,450",2021-08-11 12:18:34.672254
PER,Peru,"33,403,256",2021-08-11 12:18:34.672254
MYS,Malaysia,"32,822,273",2021-08-11 12:18:34.672254
MOZ,Mozambique,"32,265,833",2021-08-11 12:18:34.672254
GHA,Ghana,"31,806,977",2021-08-11 12:18:34.672254
YEM,Yemen,"30,566,110",2021-08-11 12:18:34.672254
NPL,Nepal,"29,729,966",2021-08-11 12:18:34.672254
VEN,Venezuela,"28,731,522",2021-08-11 12:18:34.672254
MDG,Madagascar,"28,510,852",2021-08-11 12:18:34.672254
CMR,Cameroon,"27,301,354",2021-08-11 12:18:34.672254
CIV,Ivory Coast,"27,130,179",2021-08-11 12:18:34.672254
PRK,North Korea,"25,899,204",2021-08-11 12:18:34.672254
AUS,Australia,"25,821,301",2021-08-11 12:18:34.672254
NER,Niger,"25,236,177",2021-08-11 12:18:34.672254
TWN,Taiwan,"23,859,410",2021-08-11 12:18:34.672254
LKA,Sri Lanka,"21,506,899",2021-08-11 12:18:34.672254
BFA,Burkina Faso,"21,564,679",2021-08-11 12:18:34.672254
MLI,Mali,"20,924,439",2021-08-11 12:18:34.672254
MWI,Malawi,"19,706,549",2021-08-11 12:18:34.672254
CHL,Chile,"19,224,483",2021-08-11 12:18:34.672254
ROU,Romania,"19,115,154",2021-08-11 12:18:34.672254
KAZ,Kazakhstan,"19,019,662",2021-08-11 12:18:34.672254
ZMB,Zambia,"18,981,799",2021-08-11 12:18:34.672254
SYR,Syria,"18,347,063",2021-08-11 12:18:34.672254
GTM,Guatemala,"18,287,720",2021-08-11 12:18:34.672254
ECU,Ecuador,"17,916,455",2021-08-11 12:18:34.672254
SEN,Senegal,"17,247,611",2021-08-11 12:18:34.672254
NLD,Netherlands,"17,177,375",2021-08-11 12:18:34.672254
KHM,Cambodia,"16,972,176",2021-08-11 12:18:34.672254
TCD,Chad,"16,970,612",2021-08-11 12:18:34.672254
SOM,Somalia,"16,412,433",2021-08-11 12:18:34.672254
ZWE,Zimbabwe,"15,118,698",2021-08-11 12:18:34.672254
GIN,Guinea,"13,538,217",2021-08-11 12:18:34.672254
RWA,Rwanda,"13,313,044",2021-08-11 12:18:34.672254
BEN,Benin,"12,488,319",2021-08-11 12:18:34.672254
BDI,Burundi,"12,296,697",2021-08-11 12:18:34.672254
TUN,Tunisia,"11,948,760",2021-08-11 12:18:34.672254
BOL,Bolivia,"11,851,081",2021-08-11 12:18:34.672254
BEL,Belgium,"11,637,349",2021-08-11 12:18:34.672254
HTI,Haiti,"11,557,501",2021-08-11 12:18:34.672254
SSD,South Sudan,"11,402,965",2021-08-11 12:18:34.672254
CUB,Cuba,"11,316,550",2021-08-11 12:18:34.672254
DOM,Dominican Republic,"10,965,659",2021-08-11 12:18:34.672254
CZE,Czech Republic,"10,726,174",2021-08-11 12:18:34.672254
GRC,Greece,"10,364,932",2021-08-11 12:18:34.672254
JOR,Jordan,"10,279,399",2021-08-11 12:18:34.672254
AZE,Azerbaijan,"10,232,890",2021-08-11 12:18:34.672254
PRT,Portugal,"10,164,521",2021-08-11 12:18:34.672254
SWE,Sweden,"10,167,102",2021-08-11 12:18:34.672254
HND,Honduras,"10,080,925",2021-08-11 12:18:34.672254
ARE,United Arab Emirates,"10,002,713",2021-08-11 12:18:34.672254
TJK,Tajikistan,"9,773,455",2021-08-11 12:18:34.672254
HUN,Hungary,"9,631,092",2021-08-11 12:18:34.672254
BLR,Belarus,"9,442,073",2021-08-11 12:18:34.672254
PNG,Papua New Guinea,"9,138,521",2021-08-11 12:18:34.672254
AUT,Austria,"9,047,387",2021-08-11 12:18:34.672254
ISR,Israel,"8,804,968",2021-08-11 12:18:34.672254
CHE,Switzerland,"8,722,634",2021-08-11 12:18:34.672254
SRB,Serbia,"8,693,108",2021-08-11 12:18:34.672254
TGO,Togo,"8,500,999",2021-08-11 12:18:34.672254
SLE,Sierra Leone,"8,159,982",2021-08-11 12:18:34.672254
HKG,Hong Kong,"7,559,161",2021-08-11 12:18:34.672254
LAO,Laos,"7,391,023",2021-08-11 12:18:34.672254
PRY,Paraguay,"7,229,477",2021-08-11 12:18:34.672254
LBY,Libya,"6,968,038",2021-08-11 12:18:34.672254
BGR,Bulgaria,"6,890,810",2021-08-11 12:18:34.672254
LBN,Lebanon,"6,765,991",2021-08-11 12:18:34.672254
NIC,Nicaragua,"6,711,269",2021-08-11 12:18:34.672254
KGZ,Kyrgyzstan,"6,640,104",2021-08-11 12:18:34.672254
SLV,El Salvador,"6,522,111",2021-08-11 12:18:34.672254
TKM,Turkmenistan,"6,127,721",2021-08-11 12:18:34.672254
SGP,Singapore,"5,902,166",2021-08-11 12:18:34.672254
DNK,Denmark,"5,815,706",2021-08-11 12:18:34.672254
COG,Republic Of The Congo,"5,672,788",2021-08-11 12:18:34.672254
FIN,Finland,"5,549,273",2021-08-11 12:18:34.672254
NOR,Norway,"5,470,819",2021-08-11 12:18:34.672254
SVK,Slovakia,"5,460,763",2021-08-11 12:18:34.672254
OMN,Oman,"5,237,365",2021-08-11 12:18:34.672254
PSE,Palestine,"5,236,364",2021-08-11 12:18:34.672254
LBR,Liberia,"5,194,193",2021-08-11 12:18:34.672254
CRI,Costa Rica,"5,144,117",2021-08-11 12:18:34.672254
IRL,Ireland,"4,987,847",2021-08-11 12:18:34.672254
CAF,Central African Republic,"4,929,986",2021-08-11 12:18:34.672254
NZL,New Zealand,"4,865,085",2021-08-11 12:18:34.672254
MRT,Mauritania,"4,789,316",2021-08-11 12:18:34.672254
PAN,Panama,"4,389,093",2021-08-11 12:18:34.672254
KWT,Kuwait,"4,335,898",2021-08-11 12:18:34.672254
HRV,Croatia,"4,078,953",2021-08-11 12:18:34.672254
MDA,Moldova,"4,022,857",2021-08-11 12:18:34.672254
GEO,Georgia,"3,978,644",2021-08-11 12:18:34.672254
ERI,Eritrea,"3,607,694",2021-08-11 12:18:34.672254
URY,Uruguay,"3,486,438",2021-08-11 12:18:34.672254
MNG,Mongolia,"3,335,059",2021-08-11 12:18:34.672254
BIH,Bosnia And Herzegovina,"3,261,183",2021-08-11 12:18:34.672254
JAM,Jamaica,"2,974,833",2021-08-11 12:18:34.672254
ARM,Armenia,"2,968,667",2021-08-11 12:18:34.672254
QAT,Qatar,"2,936,672",2021-08-11 12:18:34.672254
ALB,Albania,"2,872,310",2021-08-11 12:18:34.672254
PRI,Puerto Rico,"2,824,145",2021-08-11 12:18:34.672254
LTU,Lithuania,"2,686,167",2021-08-11 12:18:34.672254
NAM,Namibia,"2,592,575",2021-08-11 12:18:34.672254
GMB,Gambia,"2,494,915",2021-08-11 12:18:34.672254
BWA,Botswana,"2,402,306",2021-08-11 12:18:34.672254
GAB,Gabon,"2,284,927",2021-08-11 12:18:34.672254
LSO,Lesotho,"2,161,030",2021-08-11 12:18:34.672254
MKD,North Macedonia,"2,082,533",2021-08-11 12:18:34.672254
SVN,Slovenia,"2,078,724",2021-08-11 12:18:34.672254
GNB,Guinea Bissau,"2,020,891",2021-08-11 12:18:34.672254
LVA,Latvia,"1,864,783",2021-08-11 12:18:34.672254
BHR,Bahrain,"1,753,527",2021-08-11 12:18:34.672254
GNQ,Equatorial Guinea,"1,455,210",2021-08-11 12:18:34.672254
TTO,Trinidad And Tobago,"1,403,832",2021-08-11 12:18:34.672254
TLS,Timor Leste,"1,346,737",2021-08-11 12:18:34.672254
EST,Estonia,"1,325,019",2021-08-11 12:18:34.672254
MUS,Mauritius,"1,273,599",2021-08-11 12:18:34.672254
CYP,Cyprus,"1,216,539",2021-08-11 12:18:34.672254
DJI,Djibouti,"1,003,764",2021-08-11 12:18:34.672254
FJI,Fiji,"903,612",2021-08-11 12:18:34.672254
RU,Reunion,"902,392",2021-08-11 12:18:34.672254
COM,Comoros,"890,610",2021-08-11 12:18:34.672254
GUY,Guyana,"790,741",2021-08-11 12:18:34.672254
BTN,Bhutan,"780,853",2021-08-11 12:18:34.672254
SLB,Solomon Islands,"705,947",2021-08-11 12:18:34.672254
MAC,Macau,"659,473",2021-08-11 12:18:34.672254
LUX,Luxembourg,"635,852",2021-08-11 12:18:34.672254
MNE,Montenegro,"628,053",2021-08-11 12:18:34.672254
ESH,Western Sahara,"613,494",2021-08-11 12:18:34.672254
SUR,Suriname,"592,381",2021-08-11 12:18:34.672254
CPV,Cape Verde,"562,562",2021-08-11 12:18:34.672254
MDV,Maldives,"544,115",2021-08-11 12:18:34.672254
MLT,Malta,"442,950",2021-08-11 12:18:34.672254
BRN,Brunei,"441,989",2021-08-11 12:18:34.672254
BLZ,Belize,"405,744",2021-08-11 12:18:34.672254
BHS,Bahamas,"397,328",2021-08-11 12:18:34.672254
MTQ,Martinique,"374,662",2021-08-11 12:18:34.672254
ISL,Iceland,"343,602",2021-08-11 12:18:34.672254
VUT,Vanuatu,"315,294",2021-08-11 12:18:34.672254
NCL,New Caledonia,"288,509",2021-08-11 12:18:34.672254
BRB,Barbados,"287,753",2021-08-11 12:18:34.672254
PYF,French Polynesia,"282,696",2021-08-11 12:18:34.672254
MYT,Mayotte,"280,262",2021-08-11 12:18:34.672254
STP,Sao Tome And Principe,"223,866",2021-08-11 12:18:34.672254
WSM,Samoa,"200,315",2021-08-11 12:18:34.672254
LCA,Saint Lucia,"184,483",2021-08-11 12:18:34.672254
GUM,Guam,"170,345",2021-08-11 12:18:34.672254
CUW,Curacao,"164,881",2021-08-11 12:18:34.672254
KIR,Kiribati,"121,600",2021-08-11 12:18:34.672254
FSM,Micronesia,"116,379",2021-08-11 12:18:34.672254
GRD,Grenada,"113,063",2021-08-11 12:18:34.672254
VCT,Saint Vincent And The Grenadines,"111,263",2021-08-11 12:18:34.672254
ABW,Aruba,"107,204",2021-08-11 12:18:34.672254
TON,Tonga,"106,885",2021-08-11 12:18:34.672254
VIR,United States Virgin Islands,"104,184",2021-08-11 12:18:34.672254
SYC,Seychelles,"98,950",2021-08-11 12:18:34.672254
ATG,Antigua And Barbuda,"98,814",2021-08-11 12:18:34.672254
IMN,Isle Of Man,"85,410",2021-08-11 12:18:34.672254
AND,Andorra,"77,355",2021-08-11 12:18:34.672254
DMA,Dominica,"72,167",2021-08-11 12:18:34.672254
CYM,Cayman Islands,"66,497",2021-08-11 12:18:34.672254
BMU,Bermuda,"62,090",2021-08-11 12:18:34.672254
MHL,Marshall Islands,"59,610",2021-08-11 12:18:34.672254
MNP,Northern Mariana Islands,"57,917",2021-08-11 12:18:34.672254
GRL,Greenland,"56,877",2021-08-11 12:18:34.672254
ASM,American Samoa,"55,100",2021-08-11 12:18:34.672254
KNA,Saint Kitts And Nevis,"53,544",2021-08-11 12:18:34.672254
FRO,Faroe Islands,"49,049",2021-08-11 12:18:34.672254
MAF,Sint Maarten,"43,412",2021-08-11 12:18:34.672254
MCO,Monaco,"39,511",2021-08-11 12:18:34.672254
MAF,Saint Martin,"39,234",2021-08-11 12:18:34.672254
TCA,Turks And Caicos Islands,"39,231",2021-08-11 12:18:34.672254
LIE,Liechtenstein,"38,250",2021-08-11 12:18:34.672254
SMR,San Marino,"34,017",2021-08-11 12:18:34.672254
GIB,Gibraltar,"33,698",2021-08-11 12:18:34.672254
PLW,Palau,"18,169",2021-08-11 12:18:34.672254
COK,Cook Islands,"17,565",2021-08-11 12:18:34.672254
AIA,Anguilla,"15,117",2021-08-11 12:18:34.672254
TUV,Tuvalu,"11,931",2021-08-11 12:18:34.672254
WLF,Wallis And Futuna,"11,094",2021-08-11 12:18:34.672254
NRU,Nauru,"10,876",2021-08-11 12:18:34.672254
BL,Saint Barthelemy,"9,907",2021-08-11 12:18:34.672254
SPM,Saint Pierre And Miquelon,"5,766",2021-08-11 12:18:34.672254
MSR,Montserrat,"4,977",2021-08-11 12:18:34.672254
FLK,Falkland Islands,"3,533",2021-08-11 12:18:34.672254
NIU,Niue,"1,619",2021-08-11 12:18:34.672254
TKL,Tokelau,"1,373",2021-08-11 12:18:34.672254
VAT,Vatican City,800,2021-08-11 12:18:34.672254
CHN,China,"1,444,778,128",2021-08-12 12:18:39.360582
IND,India,"1,394,967,647",2021-08-12 12:18:39.360582
USA,United States,"333,140,604",2021-08-12 12:18:39.360582
IDN,Indonesia,"276,692,279",2021-08-12 12:18:39.360582
PAK,Pakistan,"225,697,976",2021-08-12 12:18:39.360582
BRA,Brazil,"214,159,025",2021-08-12 12:18:39.360582
NGA,Nigeria,"212,013,575",2021-08-12 12:18:39.360582
BGD,Bangladesh,"166,489,705",2021-08-12 12:18:39.360582
RUS,Russia,"145,909,644",2021-08-12 12:18:39.360582
MEX,Mexico,"130,416,836",2021-08-12 12:18:39.360582
JPN,Japan,"126,001,829",2021-08-12 12:18:39.360582
ETH,Ethiopia,"118,214,375",2021-08-12 12:18:39.360582
PHL,Philippines,"111,217,773",2021-08-12 12:18:39.360582
EGY,Egypt,"104,481,690",2021-08-12 12:18:39.360582
VNM,Vietnam,"98,264,912",2021-08-12 12:18:39.360582
COD,Dr Congo,"92,705,555",2021-08-12 12:18:39.360582
TUR,Turkey,"85,129,932",2021-08-12 12:18:39.360582
IRN,Iran,"85,146,775",2021-08-12 12:18:39.360582
DEU,Germany,"83,915,310",2021-08-12 12:18:39.360582
THA,Thailand,"69,968,365",2021-08-12 12:18:39.360582
GBR,United Kingdom,"68,245,378",2021-08-12 12:18:39.360582
FRA,France,"65,444,715",2021-08-12 12:18:39.360582
TZA,Tanzania,"61,703,774",2021-08-12 12:18:39.360582
ITA,Italy,"60,358,209",2021-08-12 12:18:39.360582
ZAF,South Africa,"60,127,317",2021-08-12 12:18:39.360582
KEN,Kenya,"55,127,309",2021-08-12 12:18:39.360582
MMR,Myanmar,"54,851,713",2021-08-12 12:18:39.360582
KOR,South Korea,"51,310,330",2021-08-12 12:18:39.360582
COL,Colombia,"51,312,863",2021-08-12 12:18:39.360582
UGA,Uganda,"47,285,080",2021-08-12 12:18:39.360582
ESP,Spain,"46,743,558",2021-08-12 12:18:39.360582
ARG,Argentina,"45,653,483",2021-08-12 12:18:39.360582
SDN,Sudan,"45,032,343",2021-08-12 12:18:39.360582
DZA,Algeria,"44,704,456",2021-08-12 12:18:39.360582
UKR,Ukraine,"43,436,295",2021-08-12 12:18:39.360582
IRQ,Iraq,"41,292,052",2021-08-12 12:18:39.360582
AFG,Afghanistan,"39,941,795",2021-08-12 12:18:39.360582
CAN,Canada,"38,106,037",2021-08-12 12:18:39.360582
POL,Poland,"37,790,586",2021-08-12 12:18:39.360582
MAR,Morocco,"37,395,045",2021-08-12 12:18:39.360582
SAU,Saudi Arabia,"35,403,517",2021-08-12 12:18:39.360582
UZB,Uzbekistan,"33,989,457",2021-08-12 12:18:39.360582
AGO,Angola,"34,058,385",2021-08-12 12:18:39.360582
PER,Peru,"33,404,312",2021-08-12 12:18:39.360582
MYS,Malaysia,"32,823,383",2021-08-12 12:18:39.360582
MOZ,Mozambique,"32,268,309",2021-08-12 12:18:39.360582
GHA,Ghana,"31,808,780",2021-08-12 12:18:39.360582
YEM,Yemen,"30,567,929",2021-08-12 12:18:39.360582
NPL,Nepal,"29,731,292",2021-08-12 12:18:39.360582
VEN,Venezuela,"28,732,162",2021-08-12 12:18:39.360582
MDG,Madagascar,"28,512,864",2021-08-12 12:18:39.360582
CMR,Cameroon,"27,303,212",2021-08-12 12:18:39.360582
CIV,Ivory Coast,"27,132,023",2021-08-12 12:18:39.360582
PRK,North Korea,"25,899,497",2021-08-12 12:18:39.360582
AUS,Australia,"25,822,098",2021-08-12 12:18:39.360582
NER,Niger,"25,238,715",2021-08-12 12:18:39.360582
TWN,Taiwan,"23,859,516",2021-08-12 12:18:39.360582
LKA,Sri Lanka,"21,507,130",2021-08-12 12:18:39.360582
BFA,Burkina Faso,"21,566,307",2021-08-12 12:18:39.360582
MLI,Mali,"20,926,094",2021-08-12 12:18:39.360582
MWI,Malawi,"19,707,967",2021-08-12 12:18:39.360582
CHL,Chile,"19,224,775",2021-08-12 12:18:39.360582
ROU,Romania,"19,114,850",2021-08-12 12:18:39.360582
KAZ,Kazakhstan,"19,020,257",2021-08-12 12:18:39.360582
ZMB,Zambia,"18,983,273",2021-08-12 12:18:39.360582
SYR,Syria,"18,348,782",2021-08-12 12:18:39.360582
GTM,Guatemala,"18,288,632",2021-08-12 12:18:39.360582
ECU,Ecuador,"17,917,129",2021-08-12 12:18:39.360582
SEN,Senegal,"17,248,847",2021-08-12 12:18:39.360582
NLD,Netherlands,"17,177,478",2021-08-12 12:18:39.360582
KHM,Cambodia,"16,972,796",2021-08-12 12:18:39.360582
TCD,Chad,"16,971,952",2021-08-12 12:18:39.360582
SOM,Somalia,"16,413,708",2021-08-12 12:18:39.360582
ZWE,Zimbabwe,"15,119,337",2021-08-12 12:18:39.360582
GIN,Guinea,"13,539,204",2021-08-12 12:18:39.360582
RWA,Rwanda,"13,313,924",2021-08-12 12:18:39.360582
BEN,Benin,"12,489,217",2021-08-12 12:18:39.360582
BDI,Burundi,"12,297,691",2021-08-12 12:18:39.360582
TUN,Tunisia,"11,949,073",2021-08-12 12:18:39.360582
BOL,Bolivia,"11,851,518",2021-08-12 12:18:39.360582
BEL,Belgium,"11,637,470",2021-08-12 12:18:39.360582
HTI,Haiti,"11,557,882",2021-08-12 12:18:39.360582
SSD,South Sudan,"11,403,485",2021-08-12 12:18:39.360582
CUB,Cuba,"11,316,527",2021-08-12 12:18:39.360582
DOM,Dominican Republic,"10,965,947",2021-08-12 12:18:39.360582
CZE,Czech Republic,"10,726,213",2021-08-12 12:18:39.360582
GRC,Greece,"10,364,792",2021-08-12 12:18:39.360582
JOR,Jordan,"10,279,649",2021-08-12 12:18:39.360582
AZE,Azerbaijan,"10,233,120",2021-08-12 12:18:39.360582
PRT,Portugal,"10,164,439",2021-08-12 12:18:39.360582
SWE,Sweden,"10,167,269",2021-08-12 12:18:39.360582
HND,Honduras,"10,081,357",2021-08-12 12:18:39.360582
ARE,United Arab Emirates,"10,002,993",2021-08-12 12:18:39.360582
TJK,Tajikistan,"9,774,029",2021-08-12 12:18:39.360582
HUN,Hungary,"9,631,018",2021-08-12 12:18:39.360582
BLR,Belarus,"9,442,054",2021-08-12 12:18:39.360582
PNG,Papua New Guinea,"9,138,991",2021-08-12 12:18:39.360582
AUT,Austria,"9,047,491",2021-08-12 12:18:39.360582
ISR,Israel,"8,805,334",2021-08-12 12:18:39.360582
CHE,Switzerland,"8,722,806",2021-08-12 12:18:39.360582
SRB,Serbia,"8,693,001",2021-08-12 12:18:39.360582
TGO,Togo,"8,501,547",2021-08-12 12:18:39.360582
SLE,Sierra Leone,"8,160,431",2021-08-12 12:18:39.360582
HKG,Hong Kong,"7,559,314",2021-08-12 12:18:39.360582
LAO,Laos,"7,391,304",2021-08-12 12:18:39.360582
PRY,Paraguay,"7,229,714",2021-08-12 12:18:39.360582
LBY,Libya,"6,968,267",2021-08-12 12:18:39.360582
BGR,Bulgaria,"6,890,669",2021-08-12 12:18:39.360582
LBN,Lebanon,"6,765,915",2021-08-12 12:18:39.360582
NIC,Nicaragua,"6,711,483",2021-08-12 12:18:39.360582
KGZ,Kyrgyzstan,"6,640,387",2021-08-12 12:18:39.360582
SLV,El Salvador,"6,522,198",2021-08-12 12:18:39.360582
TKM,Turkmenistan,"6,127,957",2021-08-12 12:18:39.360582
SGP,Singapore,"5,902,298",2021-08-12 12:18:39.360582
DNK,Denmark,"5,815,764",2021-08-12 12:18:39.360582
COG,Republic Of The Congo,"5,673,168",2021-08-12 12:18:39.360582
FIN,Finland,"5,549,295",2021-08-12 12:18:39.360582
NOR,Norway,"5,470,944",2021-08-12 12:18:39.360582
SVK,Slovakia,"5,460,764",2021-08-12 12:18:39.360582
OMN,Oman,"5,237,702",2021-08-12 12:18:39.360582
PSE,Palestine,"5,236,692",2021-08-12 12:18:39.360582
LBR,Liberia,"5,194,530",2021-08-12 12:18:39.360582
CRI,Costa Rica,"5,144,239",2021-08-12 12:18:39.360582
IRL,Ireland,"4,987,966",2021-08-12 12:18:39.360582
CAF,Central African Republic,"4,930,227",2021-08-12 12:18:39.360582
NZL,New Zealand,"4,865,192",2021-08-12 12:18:39.360582
MRT,Mauritania,"4,789,658",2021-08-12 12:18:39.360582
PAN,Panama,"4,389,274",2021-08-12 12:18:39.360582
KWT,Kuwait,"4,336,075",2021-08-12 12:18:39.360582
HRV,Croatia,"4,078,888",2021-08-12 12:18:39.360582
MDA,Moldova,"4,022,829",2021-08-12 12:18:39.360582
GEO,Georgia,"3,978,617",2021-08-12 12:18:39.360582
ERI,Eritrea,"3,607,844",2021-08-12 12:18:39.360582
URY,Uruguay,"3,486,469",2021-08-12 12:18:39.360582
MNG,Mongolia,"3,335,198",2021-08-12 12:18:39.360582
BIH,Bosnia And Herzegovina,"3,261,128",2021-08-12 12:18:39.360582
JAM,Jamaica,"2,974,866",2021-08-12 12:18:39.360582
ARM,Armenia,"2,968,680",2021-08-12 12:18:39.360582
QAT,Qatar,"2,936,820",2021-08-12 12:18:39.360582
ALB,Albania,"2,872,295",2021-08-12 12:18:39.360582
PRI,Puerto Rico,"2,824,046",2021-08-12 12:18:39.360582
LTU,Lithuania,"2,686,078",2021-08-12 12:18:39.360582
NAM,Namibia,"2,592,701",2021-08-12 12:18:39.360582
GMB,Gambia,"2,495,107",2021-08-12 12:18:39.360582
BWA,Botswana,"2,402,428",2021-08-12 12:18:39.360582
GAB,Gabon,"2,285,074",2021-08-12 12:18:39.360582
LSO,Lesotho,"2,161,077",2021-08-12 12:18:39.360582
MKD,North Macedonia,"2,082,530",2021-08-12 12:18:39.360582
SVN,Slovenia,"2,078,724",2021-08-12 12:18:39.360582
GNB,Guinea Bissau,"2,021,021",2021-08-12 12:18:39.360582
LVA,Latvia,"1,864,731",2021-08-12 12:18:39.360582
BHR,Bahrain,"1,753,653",2021-08-12 12:18:39.360582
GNQ,Equatorial Guinea,"1,455,338",2021-08-12 12:18:39.360582
TTO,Trinidad And Tobago,"1,403,843",2021-08-12 12:18:39.360582
TLS,Timor Leste,"1,346,806",2021-08-12 12:18:39.360582
EST,Estonia,"1,325,015",2021-08-12 12:18:39.360582
MUS,Mauritius,"1,273,603",2021-08-12 12:18:39.360582
CYP,Cyprus,"1,216,562",2021-08-12 12:18:39.360582
DJI,Djibouti,"1,003,802",2021-08-12 12:18:39.360582
FJI,Fiji,"903,629",2021-08-12 12:18:39.360582
RU,Reunion,"902,409",2021-08-12 12:18:39.360582
COM,Comoros,"890,662",2021-08-12 12:18:39.360582
GUY,Guyana,"790,751",2021-08-12 12:18:39.360582
BTN,Bhutan,"780,876",2021-08-12 12:18:39.360582
SLB,Solomon Islands,"705,994",2021-08-12 12:18:39.360582
MAC,Macau,"659,499",2021-08-12 12:18:39.360582
LUX,Luxembourg,"635,877",2021-08-12 12:18:39.360582
MNE,Montenegro,"628,053",2021-08-12 12:18:39.360582
